1,1
2,0
3,0
4,0
5,0
6,2
7,0
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,2
16,2
17,1
18,0
19,2
20,0
21,2
22,2
23,0
24,0
25,0
26,2
27,0
28,0
29,0
30,0
31,0
32,0
33,2
34,1
35,0
36,2
37,0
38,0
39,2
40,0
41,0
42,0
43,0
44,1
45,2
46,2
47,0
48,2
49,0
50,0
51,0
52,0
53,0
54,0
55,1
56,0
57,2
58,0
59,0
60,0
61,2
62,0
63,1
64,2
65,2
66,2
67,0
68,0
69,1
70,0
71,2
72,1
73,0
74,0
75,0
76,0
77,1
78,0
79,2
80,0
81,1
82,2
83,2
84,0
85,0
86,2
87,0
88,0
89,0
90,0
91,0
92,0
93,2
94,0
95,1
96,0
97,1
98,2
99,0
100,0
101,1
102,0
103,0
104,2
105,0
106,0
107,0
108,0
109,0
110,0
111,1
112,0
113,0
114,0
115,2
116,0
117,0
118,0
119,0
120,0
121,2
122,1
123,0
124,2
125,0
126,0
127,0
128,0
129,2
130,1
131,2
132,2
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,2
141,0
142,0
143,0
144,0
145,1
146,0
147,0
148,2
149,0
150,0
151,2
152,0
153,0
154,0
155,0
156,2
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,2
165,0
166,0
167,2
168,0
169,1
170,0
171,0
172,2
173,0
174,0
175,0
176,2
177,0
178,1
179,2
180,2
181,0
182,0
183,2
184,0
185,0
186,2
187,0
188,0
189,0
190,2
191,0
192,0
193,0
194,0
195,0
196,1
197,0
198,2
199,0
200,2
201,1
202,2
203,0
204,0
205,0
206,0
207,0
208,0
209,2
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,2
218,0
219,2
220,0
221,0
222,0
223,0
224,1
225,0
226,0
227,2
228,0
229,1
230,2
231,2
232,0
233,2
234,0
235,0
236,0
237,0
238,0
239,0
240,2
241,0
242,0
243,0
244,1
245,2
246,0
247,0
248,0
249,1
250,2
251,0
252,0
253,2
254,0
255,0
256,2
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,2
268,0
269,0
270,1
271,2
272,2
273,2
274,0
275,0
276,0
277,1
278,0
279,0
280,0
281,2
282,1
283,2
284,0
285,0
286,2
287,0
288,0
289,0
290,0
291,0
292,2
293,0
294,0
295,1
296,0
297,2
298,0
299,0
300,2
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,1
309,0
310,0
311,2
312,2
313,0
314,0
315,0
316,2
317,0
318,0
319,1
320,2
321,1
322,0
323,2
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,2
332,0
333,0
334,0
335,0
336,1
337,2
338,2
339,0
340,2
341,0
342,2
343,0
344,0
345,1
346,0
347,0
348,0
349,0
350,0
351,0
352,2
353,1
354,2
355,0
356,2
357,0
358,2
359,0
360,0
361,0
362,1
363,2
364,2
365,0
366,0
367,2
368,0
369,0
370,0
371,0
372,0
373,2
374,0
375,0
376,0
377,1
378,0
379,2
380,0
381,0
382,2
383,0
384,0
385,0
386,0
387,0
388,1
389,0
390,2
391,0
392,0
393,1
394,2
395,2
396,0
397,0
398,2
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,2
409,0
410,0
411,0
412,1
413,0
414,0
415,2
416,0
417,0
418,0
419,0
420,2
421,0
422,1
423,0
424,2
425,0
426,0
427,0
428,0
429,0
430,0
431,1
432,0
433,2
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,2
443,0
444,0
445,2
446,1
447,2
448,2
449,2
450,0
451,0
452,0
453,0
454,0
455,1
456,0
457,0
458,0
459,0
460,0
461,0
462,2
463,0
464,0
465,0
466,0
467,1
468,0
469,1
470,0
471,2
472,0
473,0
474,2
475,1
476,2
477,2
478,0
479,0
480,2
481,0
482,0
483,0
484,0
485,2
486,0
487,0
488,0
489,0
490,1
491,0
492,0
493,2
494,0
495,0
496,0
497,0
498,0
499,0
500,2
501,0
502,0
503,0
504,0
505,0
506,0
507,1
508,0
509,2
510,0
511,0
512,2
513,0
514,1
515,2
516,2
517,0
518,2
519,0
520,2
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,2
529,0
530,0
531,0
532,0
533,0
534,0
535,1
536,0
537,2
538,0
539,0
540,2
541,0
542,0
543,1
544,2
545,2
546,0
547,0
548,2
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,2
557,0
558,0
559,1
560,2
561,2
562,0
563,0
564,2
565,2
566,0
567,0
568,0
569,0
570,2
571,0
572,0
573,0
574,0
575,2
576,0
577,0
578,0
579,0
580,0
581,1
582,2
583,2
584,0
585,0
586,2
587,0
588,0
589,2
590,0
591,0
592,0
593,0
594,2
595,0
596,0
597,0
598,0
599,1
600,2
601,2
602,2
603,0
604,1
605,0
606,0
607,2
608,0
609,0
610,0
611,0
612,0
613,1
614,0
615,2
616,0
617,2
618,0
619,0
620,0
621,0
622,1
623,0
624,2
625,0
626,0
627,2
628,0
629,0
630,0
631,0
632,1
633,2
634,2
635,0
636,0
637,2
638,0
639,0
640,0
641,2
642,0
643,0
644,0
645,0
646,0
647,2
648,0
649,1
650,0
651,2
652,0
653,2
654,0
655,0
656,2
657,0
658,0
659,2
660,1
661,0
662,2
663,0
664,2
665,0
666,0
667,0
668,0
669,0
670,2
671,0
672,0
673,1
674,0
675,0
676,0
677,0
678,2
679,0
680,0
681,2
682,0
683,0
684,0
685,1
686,2
687,0
688,0
689,2
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,1
698,0
699,2
700,0
701,0
702,2
703,0
704,0
